,id,rain,fog,wetness,cloudiness,damage,daytime,result
0,1,0.4167750508287311,0.16265182306538417,0.081694118144784,0.457770527696833,0.3524284219440401,4.4547912428108605,0
1,2,0.6427395084757451,0.73444165733818,0.5047216247054251,0.8248377748378299,0.8252061480512984,9.53776460335568,1
2,3,0.16831454707879423,0.6464267323456286,0.894556169274095,0.38206806606280297,0.2134532503551504,18.716132187632375,1
3,4,0.25076082756490303,0.34431893304104255,0.5577943947621359,0.11983080089109721,0.2103897262367287,23.775265838587522,1
4,5,0.968942129835862,0.825286732121167,0.586955052347959,0.278011117464245,0.3325606985103752,12.665544810402732,1
5,6,0.8804533870649693,0.5954534771973085,0.6748485152788106,0.3726519523380306,0.07324021129416469,3.830160445253645,1
6,7,0.8371633657402312,0.8932852185301396,0.623408429519394,0.9550964479243832,0.7298423645706962,21.10820489453255,1
7,8,0.11585901617498018,0.9134001588982188,0.7983410640388442,0.8045037898598654,0.8442767787423724,17.110881596319885,1
8,9,0.25582046378222223,0.4326805834457923,0.257741006029936,0.7672215397641552,0.8380372304258471,20.781472130260777,0
9,10,0.37511792584687964,0.7898166316760947,0.5419265892960075,0.8955392067250784,0.18326613217078247,17.83290386536837,1
10,11,0.028193323827668038,0.13370464662873205,0.3617244389693258,0.784058136623383,0.8648518539796031,5.875308963018758,1
11,12,0.17872072353119384,0.41719808254324786,0.96965043472079,0.14336036172324196,0.06842498123541363,5.905599738239898,1
12,13,0.4059683827667987,0.8608456384436461,0.3332267846938992,0.7390052447951679,0.09710300336449917,19.02840310494063,1
13,14,0.5219918158430328,0.6982113108172552,0.6147543626538684,0.10921632875685161,0.8615850479957776,5.1324772474163245,0
14,15,0.3160137720680548,0.8281217505369578,0.3362879698624882,0.6339615032078456,0.5514798881391207,4.388274764530316,1
15,16,0.10514266400530003,0.8115072023420468,0.818582015623606,0.28280500438527933,0.13640149183389372,1.4704771250519961,1
16,17,0.7724682828135416,0.38259264444638974,0.919993813425571,0.35063250189086226,0.2537506365595211,19.15371153780832,1
17,18,0.9143417849365124,0.8560861549799375,0.11338293153401668,0.6333145159792941,0.5767623450469026,5.014163927626787,1
18,19,0.7764810174940009,0.5838981879831883,0.9756522900391847,0.21826130752947615,0.5389100918413452,17.67662593210565,1
19,20,0.45243164206544917,0.10263130243271867,0.7576927613450669,0.15533396940350863,0.20205959934143247,7.140105450624483,0
20,21,0.4609171290319447,0.7515819034881029,0.6116734606973693,0.20573871363890783,0.7248347944750043,10.91220500770472,0
21,22,0.10245711485727049,0.9390568610225662,0.48679243790809656,0.2880059519833461,0.29240817090482385,2.351838625095003,0
22,23,0.6937476691240742,0.4228920970665673,0.4370194653576748,0.3320757571894615,0.9152711337491598,17.71509774028301,1
23,24,0.0737874697519445,0.3605836726534265,0.1326003576783069,0.9598821386063419,0.7951215026133236,21.23579664385035,0
24,25,0.1253339241234026,0.13618106005637143,0.48732907045303386,0.8215477709643972,0.8500457398512186,2.2662685097394304,0
25,26,0.26007234122753686,0.6499695397632611,0.3003750642910289,0.702003767152697,0.3864350645300718,8.396522569118677,1
26,27,0.14836429374047266,0.8597284970790503,0.9704445196371271,0.6678098641407483,0.9167205301089425,1.2151664602703525,1
27,28,0.924445937942416,0.5609398323930695,0.8077645071594891,0.7201011388398675,0.08712702737593958,4.720985063635712,1
28,29,0.38860301738351655,0.5121016332123993,0.31790089031219115,0.5228837322317497,0.8290867807287176,22.967665941192177,0
