,id,rain,fog,wetness,cloudiness,damage,daytime,result
0,1,0.5798095453118102,0.9661787781252847,0.13786120942274338,0.12854168556023104,0.18365102516057352,3.15744564757755,1
1,2,0.9590587498564259,0.8539850545955474,0.8307992921536633,0.2672524838622147,0.8417211577061696,19.833889871167788,1
2,3,0.9662961607805015,0.5520978582266308,0.8855203715352895,0.0974903292084438,0.686058977080751,4.867445420699576,1
3,4,0.6973757991267967,0.16547347651001532,0.08506693894145556,0.5107615642639807,0.018499132205677227,18.362556760364114,0
4,5,0.7495357400471874,0.7863020460219773,7.653571772636703,0.646581163009684,0.8113924325776285,22.80406933862693,0
5,6,0.21334387879844652,0.8033217992117138,0.7792453848995904,0.7231421691186758,0.4305373706317712,21.91441859554944,1
6,7,0.8068607499589711,0.6445380611505359,0.7440063949106834,0.7049472674184237,0.7833456890260776,12.06149564649883,0
7,8,0.08389923344330452,0.6302854271863041,0.37950444104293546,0.5232682614582416,0.2610594044968524,1.2883746895391335,1
8,9,0.1006937232284073,0.9274398080128429,0.39693782922220033,0.46176530427309237,0.9416877424331925,8.161772385964257,1
9,10,0.7159479291945055,0.6510703611677436,0.22808101647200518,0.015723344784454807,0.5750636284228449,8.993779532023488,1
10,11,0.944609434798275,0.6152746030952574,0.3558064275185332,0.8715202883281591,0.9995089571882001,10.51256835859775,0
11,12,0.030016453312713964,0.6122135319675368,0.20711871824984807,0.8804521465724755,0.4499343586926515,17.021225803181615,1
12,13,0.05261405211378867,0.2910944507798864,0.5334323562234118,0.4957999088815851,0.38885964778027426,2.445564100021402,0
13,14,0.3608575105129136,0.8493300767247823,0.590029924386799,0.2450007276361701,0.7600300907417311,10.187175416123372,1
14,15,0.38921389648816274,0.3147758744522793,0.4805485091216438,0.2959681933737143,0.4620476669158565,18.565381456530275,1
15,16,0.5557512016374133,0.44269214813642876,0.7033683454048336,0.24887774398779228,0.45732932955050243,13.278239212213986,1
16,17,0.8455401968737682,0.8220957168544358,0.5709429270225962,0.10433048719239257,0.09424367847011883,2.598651195144156,1
17,18,0.15001190121315178,0.951448242520655,0.3372449076611409,0.794931540578652,0.12439035054743142,22.26448382723658,1
18,19,0.09829463370142766,0.16617212172400042,0.2957600069681846,0.5299787386988505,0.5158513581195651,16.48162218090434,0
19,20,0.7170153643346255,0.9137935668512136,0.43865350522038415,0.9443189841073792,0.8120263382709425,21.756844204649123,0
20,21,0.9559157492738495,0.4013774706803094,0.9397606314473697,0.41106499322247037,0.04871783953958997,15.211627068725976,1
21,22,0.34474911645499506,0.025636196598367467,0.4921290011022671,0.44437644024646406,0.19307294900330108,22.214724574388597,1
22,23,0.6603920595933741,0.29024488147850536,0.5399056764479947,0.586395434262841,0.06917817553692918,15.077789597257503,1
23,24,0.9100961459490103,0.6170947494473636,0.9867138262313745,0.24862174757148814,0.18873083610125685,23.906445604738774,1
24,25,0.013532909828867457,0.13369138259666935,0.2097704068924513,0.5993155196884756,0.6717428029305362,0.3927419046317526,1
25,26,0.6431879628986704,0.10616443048280522,0.8717654777546892,0.19756565889462774,0.9235606794841628,3.2941947647079877,1
26,27,0.29581819061283576,0.7338394136476964,0.6079074199039967,0.055569820718587515,0.3456581472912523,10.75441808899792,1
27,28,0.6696396478171014,0.5700298469065653,0.05463126790706374,0.192248764295052,0.5350279328975929,12.545833218662729,0
28,29,0.01911230789756213,0.8428151077751791,0.35066865234834077,0.5762299303877914,0.9975885247073272,18.484287251005462,1
29,30,0.15127102909942114,0.778218608179817,0.7288215815630464,0.9087948468392137,0.41975182993521387,1.5917162558814875,1
30,31,0.5837876805114999,0.3339323932321312,0.6237033556681131,0.6166490163085058,0.9335969320640397,12.025635681145346,1
